Set_ID,Set_Name,Set_Type,Collectible_1,Collectible_2,Collectible_3,Collectible_4,Unlock_Order,Requirement_Type,Required_Value,Unlock_Requirement,Reward,Reward_Tags,Data_Status,Member_Data_Status,Source_URL
SET010,What If We Created It?,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/what-if-we-created-it
SET011,Luckily All Records Were Found,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luckily-all-records-were-found
SET011,Luckily All Records Were Found,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luckily-all-records-were-found
SET011,Luckily All Records Were Found,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luckily-all-records-were-found
SET011,Luckily All Records Were Found,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luckily-all-records-were-found
SET011,Luckily All Records Were Found,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luckily-all-records-were-found
SET011,Luckily All Records Were Found,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luckily-all-records-were-found
SET011,Luckily All Records Were Found,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luckily-all-records-were-found
SET011,Luckily All Records Were Found,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luckily-all-records-were-found
SET012,Mechanical Seance,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/mechanical-seance
SET012,Mechanical Seance,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/mechanical-seance
SET012,Mechanical Seance,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/mechanical-seance
SET012,Mechanical Seance,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/mechanical-seance
SET012,Mechanical Seance,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/mechanical-seance
SET012,Mechanical Seance,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/mechanical-seance
SET012,Mechanical Seance,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/mechanical-seance
SET012,Mechanical Seance,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/mechanical-seance
SET013,Weekend Family Musical,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/weekend-family-musical
SET013,Weekend Family Musical,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/weekend-family-musical
SET013,Weekend Family Musical,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/weekend-family-musical
SET013,Weekend Family Musical,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/weekend-family-musical
SET013,Weekend Family Musical,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/weekend-family-musical
SET013,Weekend Family Musical,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/weekend-family-musical
SET013,Weekend Family Musical,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/weekend-family-musical
SET013,Weekend Family Musical,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/weekend-family-musical
SET014,"Luck, Courage and Funds Required",Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luck-courage-and-funds-required
SET014,"Luck, Courage and Funds Required",Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luck-courage-and-funds-required
SET014,"Luck, Courage and Funds Required",Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luck-courage-and-funds-required
SET014,"Luck, Courage and Funds Required",Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luck-courage-and-funds-required
SET014,"Luck, Courage and Funds Required",Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luck-courage-and-funds-required
SET014,"Luck, Courage and Funds Required",Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luck-courage-and-funds-required
SET014,"Luck, Courage and Funds Required",Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luck-courage-and-funds-required
SET014,"Luck, Courage and Funds Required",Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/luck-courage-and-funds-required
SET015,Legend Encounter,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/legend-encounter
SET015,Legend Encounter,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/legend-encounter
SET015,Legend Encounter,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/legend-encounter
SET015,Legend Encounter,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/legend-encounter
SET015,Legend Encounter,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/legend-encounter
SET015,Legend Encounter,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/legend-encounter
SET015,Legend Encounter,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/legend-encounter
