Skill_ID,Skill_Name,Skill_Type,Source_System,Base_or_Evolution,Evolves_From,Evolution_Requirement,Behavior_Description,Primary_Damage_Form,Targeting_or_Area,Status_or_Control,Damage_Affecting_Properties,Calculation_Data_Included,Verification_Status,Primary_Source_URL,Secondary_Source_URL
SKL0236,Divine Fire Tempering / Pyrogod Furnace,Survivor Unlock / Skill,Survivor: Vulcan,A1,,,"Each use grants a Tempered stack: Crit Rate +10%, up to 3. Each Evo weapon grants Weapon Mastery: damage to Divine Fire targets +4%, up to 5; weapon skill starts at +1 level once per battle.",Aura / Field / Zone,As stated in the effect text,,Critical rate / critical trigger,No,Exact source transcription,https://garrytools.com/guide/survivors/vulcan,https://survivorio.fandom.com/wiki/Characters
SKL0238,Divine Fire Tempering Enhanced,Survivor Unlock / Skill,Survivor: Vulcan,A3,,,Each Tempered stack grants Crit Damage +10%. Volcanic Eruption hitting a Divine Fire target triggers Lava Impact.,Aura / Field / Zone,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/vulcan,https://survivorio.fandom.com/wiki/Characters
SKL0240,Divine Fire Tempering Enhanced II,Survivor Unlock / Skill,Survivor: Vulcan,A5,,,Each Tempered stack grants Crit Damage +20%; Lava Impact damage +100%.,Aura / Field / Zone,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/vulcan,https://survivorio.fandom.com/wiki/Characters
SKL0235,Lava Smite,Survivor Unlock / Skill,Survivor: Vulcan,6 Star,,,Every 5 Pyrogod Grandhammer swings triggers Lava Smite and applies Divine Fire for 5 seconds; Survivor ATK +20%.,Stat or conditional modifier,As stated in the effect text,,Status application / control,No,Exact source transcription,https://garrytools.com/guide/survivors/vulcan,https://survivorio.fandom.com/wiki/Characters
SKL0237,Pyrogod Furnace Enhanced,Survivor Unlock / Skill,Survivor: Vulcan,A2,,,Each Weapon Mastery stack grants Crit Damage +6%.,Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/vulcan,https://survivorio.fandom.com/wiki/Characters
SKL0239,Pyrogod Furnace Enhanced II,Survivor Unlock / Skill,Survivor: Vulcan,A4,,,Each Weapon Mastery stack grants Crit Damage +6%; activations per battle +1.,Melee / Slash / Contact,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/vulcan,https://survivorio.fandom.com/wiki/Characters
SKL0241,Pyrogod Furnace Maximum,Survivor Unlock / Skill,Survivor: Vulcan,A6,,,Each Weapon Mastery stack increases damage to Divine Fire targets by 6%.,Stat or conditional modifier,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/vulcan,https://survivorio.fandom.com/wiki/Characters
SKL0233,Pyrogod Hammer,Survivor Unlock / Skill,Survivor: Vulcan,1 Star,,,Attacks with Pyrogod Hammer; can evolve into Pyrogod Grandhammer.,Not specified by source,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/vulcan,https://survivorio.fandom.com/wiki/Characters
SKL0234,Titanic Might,Survivor Unlock / Skill,Survivor: Vulcan,3 Star,,,Pyrogod Hammer and Pyrogod Grandhammer damage +100%; Survivor HP +20%.,Not specified by source,As stated in the effect text,,Damage increase,No,Exact source transcription,https://garrytools.com/guide/survivors/vulcan,https://survivorio.fandom.com/wiki/Characters
SKL0099,Drillmaster Perk,Survivor Unlock / Skill,Survivor: Wesson,3 Star,,,Chance to call HQ support when throwing a grenade; Survivor HP +20%.,Projectile,As stated in the effect text,,Defense / healing / utility,No,Exact source transcription,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SKL0100,EM Field,Survivor Unlock / Skill,Survivor: Wesson,6 Star,,,Drillmaster's Fury also creates an EM Field that blocks enemy attacks; Survivor ATK +20%.,Projectile,As stated in the effect text,,ATK stat,No,Exact source transcription,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SKL0098,EM Grenade,Survivor Unlock / Skill,Survivor: Wesson,1 Star,,,Select in battle: Throws a high-tech EM Grenade.,Melee / Slash / Contact,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SKL0101,Fire Support / Survival Specialist,Survivor Unlock / Skill,Survivor: Wesson,A1,,,"Active: Calls a carpet bombing attack. Passive: Every 3 supplies collected grants exclusive-skill damage +2%, up to 10%.",Explosion,As stated in the effect text,,Skill damage,No,Exact source transcription,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SKL0103,Fire Support Enhancement,Survivor Unlock / Skill,Survivor: Wesson,A3,,,Fire Support damage +50%; immediately gain 1 airdrop.,Not specified by source,As stated in the effect text,,Damage increase,No,Exact source transcription,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SKL0105,Fire Support Enhancement II,Survivor Unlock / Skill,Survivor: Wesson,A5,,,Additional Fire Support damage +50%; gain 1 additional airdrop.,Not specified by source,As stated in the effect text,,Damage increase,No,Exact source transcription,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SKL0104,Firearm Specialist,Survivor Unlock / Skill,Survivor: Wesson,A4,,,"Every 3 supplies collected grants firearm damage, including Twin Lance, +2%, up to 10%. Unlock 1 Teamwork passive slot.",Not specified by source,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SKL0106,Survival Specialist Maximum,Survivor Unlock / Skill,Survivor: Wesson,A6,,,"Supplies required -1; exclusive-skill damage +6%, up to 30%, and firearm damage +4%, up to 20%. Teamwork passive slot +1.",Stat or conditional modifier,As stated in the effect text,,Skill damage,No,Exact source transcription,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SKL0102,Survival Specialist Plus,Survivor Unlock / Skill,Survivor: Wesson,A2,,,"Every 3 supplies collected grants exclusive-skill damage +2%, up to 20%.",Stat or conditional modifier,As stated in the effect text,,Skill damage,No,Exact source transcription,https://garrytools.com/guide/survivors/wesson,https://survivorio.fandom.com/wiki/Characters
SKL0083,Cash Trade,Survivor Unlock / Skill,Survivor: Worm,3 Star,,,Greatly reduces collision damage and slightly increases projectile damage; Survivor HP +20%.,Not specified by source,As stated in the effect text,,Defense / healing / utility,No,Exact source transcription,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SKL0085,Dauntless / Lone Hero,Survivor Unlock / Skill,Survivor: Worm,A1,,,Active: Movement Speed increases and damage received is reduced by 50%. Passive: Crit Damage +10% when fewer than 3 monsters are present.,Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SKL0086,Dauntless Enhancement,Survivor Unlock / Skill,Survivor: Worm,A3,,,Duration +2 seconds and gain invincibility while active.,Not specified by source,As stated in the effect text,,Duration / uptime,No,Exact source transcription,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SKL0088,Dauntless Execution,Survivor Unlock / Skill,Survivor: Worm,A5,,,"While Dauntless is active, collisions instantly defeat non-Elite/non-Boss monsters.",Not specified by source,As stated in the effect text,,Execution / Instant defeat,No,Exact source transcription,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SKL0082,Listening Bug,Survivor Unlock / Skill,Survivor: Worm,1 Star,,,Select in battle: Reveals enemy weaknesses and increases damage taken.,Melee / Slash / Contact,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Exact source transcription,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SKL0087,Lone Hero Enhancement,Survivor Unlock / Skill,Survivor: Worm,A4,,,Attack interval -10% and Skill Damage +10% while Lone Hero is active. Unlock 1 Teamwork passive slot.,Stat or conditional modifier,As stated in the effect text,,Skill damage,No,Exact source transcription,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SKL0089,Lone Hero Enhancement II,Survivor Unlock / Skill,Survivor: Worm,A6,,,"Attack interval -10%, additional Crit Damage +15%, and additional Skill Damage +15%. Teamwork passive slot +1.",Stat or conditional modifier,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SKL0084,Sting Op,Survivor Unlock / Skill,Survivor: Worm,6 Star,,,Listening Bug can evolve into Sting Op; filling its meter forces enemies to retreat; Survivor ATK +20%.,Stat or conditional modifier,As stated in the effect text,,ATK stat,No,Exact source transcription,https://garrytools.com/guide/survivors/worm,https://survivorio.fandom.com/wiki/Characters
SKL0107,Automatic Pistol,Survivor Unlock / Skill,Survivor: Yelena,1 Star,,,Select in battle: Yelena's all-purpose firearm.,Melee / Slash / Contact,As stated in the effect text,,Special mechanic / stated effect,No,Exact source transcription,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SKL0109,Enhanced Projection,Survivor Unlock / Skill,Survivor: Yelena,6 Star,,,Critical hits can extend a Holo Projection's duration up to 6 seconds; Survivor ATK +20%.,Stat or conditional modifier,As stated in the effect text,,Critical rate / critical trigger,No,Exact source transcription,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SKL0110,Fiery Curtain / Holoshield,Survivor Unlock / Skill,Survivor: Yelena,A1,,,"Active: Unleashes a hail of shots. Passive: After 10 seconds without HP loss, Lightning, Laser and Forcefield damage +5% and gain a 20%-Max-HP Energy Shield.",Beam / Laser,As stated in the effect text,,Duration / uptime,No,Exact source transcription,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SKL0112,Fiery Curtain Vulnerability,Survivor Unlock / Skill,Survivor: Yelena,A3,,,Fiery Curtain inflicts 5% Vulnerability.,Not specified by source,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Exact source transcription,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SKL0114,Fiery Curtain Vulnerability II,Survivor Unlock / Skill,Survivor: Yelena,A5,,,Fiery Curtain inflicts an additional 5% Vulnerability.,Not specified by source,As stated in the effect text,Vulnerability,Enemy damage-taken effect,No,Exact source transcription,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SKL0108,Projection Haste,Survivor Unlock / Skill,Survivor: Yelena,3 Star,,,Movement Speed +5 while a projection is active; Survivor HP +20%.,Not specified by source,As stated in the effect text,,Defense / healing / utility,No,Exact source transcription,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SKL0111,Woundless Enhancement,Survivor Unlock / Skill,Survivor: Yelena,A2,,,"Additional Lightning, Laser and Forcefield damage +5%.",Beam / Laser,As stated in the effect text,,Damage increase,No,Exact source transcription,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SKL0113,Woundless Enhancement II,Survivor Unlock / Skill,Survivor: Yelena,A4,,,"Additional Lightning, Laser and Forcefield damage +10% and Crit Damage +20%. Unlock 1 Teamwork passive slot.",Beam / Laser,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SKL0115,Woundless Enhancement III,Survivor Unlock / Skill,Survivor: Yelena,A6,,,"Additional Lightning, Laser and Forcefield damage +15%, Crit Damage +25%, and Energy Shield +30% Max HP. Teamwork passive slot +1.",Beam / Laser,As stated in the effect text,,Critical damage,No,Exact source transcription,https://garrytools.com/guide/survivors/yelena,https://survivorio.fandom.com/wiki/Characters
SKL0335,Capy,Xeno Pet Active Skill,Xeno Pet,Released,,,"Chevalier's Edge: fires growing Woodsword waves. Darkness Unleashed transforms Capy and releases Archdemon Waves every 10 seconds; nearby enemies trigger Felsword Descent with 6 swords, prioritizing bosses.",Pet attack or pet/owner modifier,As stated in the active-skill description,,Duration / uptime,No,Exact official launch description,https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://clashiverse.com/survivor-io-king-blizzblast-guide/,
SKL0336,Clucker,Xeno Pet Active Skill,Xeno Pet,Released,,,Exact active-skill wording was not captured in the current sources.,Pet attack or pet/owner modifier,As stated in the active-skill description,,Special mechanic / stated effect,No,Owner bonuses are exact; active-skill text unavailable,https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://clashiverse.com/survivor-io-king-blizzblast-guide/,
SKL0339,Gourmeow,Xeno Pet Active Skill,Xeno Pet,Released,,,Exact active-skill wording was not captured in the current sources.,Pet attack or pet/owner modifier,As stated in the active-skill description,,Special mechanic / stated effect,No,Owner bonuses exact from current model; active-skill text unavailable,https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://clashiverse.com/survivor-io-king-blizzblast-guide/,
SKL0337,King Blizzblast,Xeno Pet Active Skill,Xeno Pet,Released,,,Snowball Expert fires snowballs that Chill for 5 seconds. Emergency Freeze sprays ice mist for 10 seconds and Chills hit enemies for 5 seconds.,Pet attack or pet/owner modifier,As stated in the active-skill description,Chill,Status application / control,No,Community guide text; owner bonuses exact from current model,https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://clashiverse.com/survivor-io-king-blizzblast-guide/,
SKL0338,Nutjob,Xeno Pet Active Skill,Xeno Pet,Released,,,Exact active-skill wording was not captured in the current sources.,Pet attack or pet/owner modifier,As stated in the active-skill description,,Special mechanic / stated effect,No,Status application and owner bonuses are exact from current model,https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c; https://apps.apple.com/us/app/survivor-io/id1528941310; https://www.facebook.com/SurvivorHabby/posts/-xeno-pet-system-is-online-unlock-otherworldly-power-with-capybara-gos-cuddly-cr/754279677301736/; https://clashiverse.com/survivor-io-king-blizzblast-guide/,
