Unlock_ID,Entity_Type,Entity_ID,System_or_Part,Mode,Base_Tech_1,Base_Tech_2,Tech_Category,Track_Type,Stage_Order,Stage,Requirement,Resonance_Threshold,Overload_Level,Effect_Stat,Effect_Value,Effect_Unit,Effect_Text,Applies_When_Deployed,Requires_Evolution,DPS_Relevant,DPS_Priority,Optimizer_Bucket,General_Investment_Rank,Data_Status,Source_URLs
TUN0054,Base Tech Part,TECH11,Energy Collector,Forcefield,Energy Collector,,Defensive,Base Rarity,4,Legend,Reach Legend quality,,,Skill Mechanic,,Text,Force Barrier EX: defeated enemies inside the field grant bonus EXP.,The corresponding skill is selected; evolved-only effects require the evolved skill.,Effect dependent,Conditional,Context dependent,SkillMechanic,10,Excellent/Legend current wiki/Drive; Eternal summarized,https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c; https://survivorio.fandom.com/wiki/Tech_Parts
TUN0055,Base Tech Part,TECH11,Energy Collector,Forcefield,Energy Collector,,Defensive,Base Rarity,5,Eternal,Reach Eternal/Rainbow quality,,,Skill Mechanic,,Text,Adds stronger control and periodic large-area Forcefield pulses.,The corresponding skill is selected; evolved-only effects require the evolved skill.,Effect dependent,Conditional,Context dependent,SkillMechanic,10,Excellent/Legend current wiki/Drive; Eternal summarized,https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c; https://survivorio.fandom.com/wiki/Tech_Parts
TUN0056,Base Tech Part,TECH12,Nanobot,Durian,Nanobot,,Defensive,Base Rarity,1,Better,Reach Better quality,,,HP,120,Flat,HP +120.,The corresponding skill is selected; evolved-only effects require the evolved skill.,Effect dependent,No,Not scored for DPS,HPOnly,11,Excellent/Legend exact; Eternal summarized,https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c; https://survivorio.fandom.com/wiki/Tech_Parts
TUN0057,Base Tech Part,TECH12,Nanobot,Durian,Nanobot,,Defensive,Base Rarity,2,Excellent,Reach Excellent quality,,,Skill Mechanic,,Text,Flight Control: Durian stays closer to the Survivor.,The corresponding skill is selected; evolved-only effects require the evolved skill.,Effect dependent,Conditional,Context dependent,SkillMechanic,11,Excellent/Legend exact; Eternal summarized,https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c; https://survivorio.fandom.com/wiki/Tech_Parts
TUN0058,Base Tech Part,TECH12,Nanobot,Durian,Nanobot,,Defensive,Base Rarity,3,Epic,Reach Epic quality,,,HP,800,Flat,HP +800.,The corresponding skill is selected; evolved-only effects require the evolved skill.,Effect dependent,No,Not scored for DPS,HPOnly,11,Excellent/Legend exact; Eternal summarized,https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c; https://survivorio.fandom.com/wiki/Tech_Parts
TUN0059,Base Tech Part,TECH12,Nanobot,Durian,Nanobot,,Defensive,Base Rarity,4,Legend,Reach Legend quality,,,Skill Mechanic,,Text,Caltrops EX: spikes inflict Bleed.,The corresponding skill is selected; evolved-only effects require the evolved skill.,Effect dependent,Conditional,Context dependent,SkillMechanic,11,Excellent/Legend exact; Eternal summarized,https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c; https://survivorio.fandom.com/wiki/Tech_Parts
TUN0060,Base Tech Part,TECH12,Nanobot,Durian,Nanobot,,Defensive,Base Rarity,5,Eternal,Reach Eternal/Rainbow quality,,,Skill Mechanic,,Text,Adds persistent trail/bomb behavior to Durian or Caltrops.,The corresponding skill is selected; evolved-only effects require the evolved skill.,Effect dependent,Conditional,Context dependent,SkillMechanic,11,Excellent/Legend exact; Eternal summarized,https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c; https://survivorio.fandom.com/wiki/Tech_Parts
TUN0061,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Fusion Unlock,0,Legend,Merge 1 Legend Precision Device with 1 Legend Energy Collector.,,,Skill Mechanic,,Text,Unlocks Twinborn Drone; it can evolve into Twinborn Destroyer. Only one mode from this Twinborn pair can be equipped at a time.,Mode must be selected as the equipped Twinborn side.,Base form no; evolved form yes,Yes,Highest,TwinbornUnlock,1,Exact Drive Twinborn fusion rule,https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c; https://docs.google.com/document/d/1BJK2oTB44WENmvroWX__wf5ZUuwZIeAYgCMsorrUU7c
TUN0062,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Twinborn Rarity,1,Legend,Raise this Twinborn mode to Legend quality.,,,Skill Damage,75,%,Skill Damage +75%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0063,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Twinborn Rarity,2,Eternal,Raise this Twinborn mode to Eternal quality.,,,Damage to Weakened,50,%,Damage to Weakened +50%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0064,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,1,100,Reach 100 Twinborn Resonance Energy.,100,,Skill Damage,20,%,Skill Damage +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0065,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,2,300,Reach 300 Twinborn Resonance Energy.,300,,Damage to Weakened,20,%,Damage to Weakened +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0066,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,3,450,Reach 450 Twinborn Resonance Energy.,450,,Damage to Weakened,10,%,Damage to Weakened +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0067,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,4,600,Reach 600 Twinborn Resonance Energy.,600,,Skill Damage,25,%,Skill Damage +25%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0068,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,4,600,Reach 600 Twinborn Resonance Energy.,600,,Damage to Weakened,20,%,Damage to Weakened +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0069,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,5,1200,Reach 1200 Twinborn Resonance Energy.,1200,,Damage to Weakened,15,%,Damage to Weakened +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0070,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,6,1650,Reach 1650 Twinborn Resonance Energy.,1650,,Skill Damage,15,%,Skill Damage +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0071,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,7,2550,Reach 2550 Twinborn Resonance Energy.,2550,,Damage to Weakened,15,%,Damage to Weakened +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0072,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,8,3000,Reach 3000 Twinborn Resonance Energy.,3000,,Skill Damage,15,%,Skill Damage +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0073,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,9,7500,Reach 7500 Twinborn Resonance Energy.,7500,,Damage to Weakened,20,%,Damage to Weakened +20%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0074,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,10,9000,Reach 9000 Twinborn Resonance Energy.,9000,,Skill Damage,30,%,Skill Damage +30%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0075,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,11,12000,Reach 12000 Twinborn Resonance Energy.,12000,,Skill Damage,30,%,Skill Damage +30%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0076,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Twinborn Resonance,12,15000,Reach 15000 Twinborn Resonance Energy.,15000,,Skill Damage,30,%,Skill Damage +30%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0077,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,1,200,Equip this mode and reach 200 Resonance Energy.,200,,Vulnerability,15,%,Vulnerability +15%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0078,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,2,300,Equip this mode and reach 300 Resonance Energy.,300,,Weaken Application,1,Always / 100%,Weaken Application: continuously applied while the condition is active.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Build Enabler,StatusUptime,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0079,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,3,900,Equip this mode and reach 900 Resonance Energy.,900,,Vulnerability,15,%,Vulnerability +15%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0080,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,4,2100,Equip this mode and reach 2100 Resonance Energy.,2100,,Vulnerability,15,%,Vulnerability +15%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0081,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,5,6000,Equip this mode and reach 6000 Resonance Energy.,6000,,Vulnerability,15,%,Vulnerability +15%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0082,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,6,10500,Equip this mode and reach 10500 Resonance Energy.,10500,,Vulnerability,20,%,Vulnerability +20%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0083,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,6,10500,Equip this mode and reach 10500 Resonance Energy.,10500,,Damage to Weakened,25,%,Damage to Weakened +25%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,High,StatusDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0084,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,7,13500,Equip this mode and reach 13500 Resonance Energy.,13500,,Vulnerability,20,%,Vulnerability +20%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0085,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Deployed Resonance,7,13500,Equip this mode and reach 13500 Resonance Energy.,13500,,Damage to Weakened,25,%,Damage to Weakened +25%.,Requires this Twinborn mode to be the deployed/equipped mode.,Effect dependent,Yes,High,StatusDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0086,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,1,Overload 1,Reach Tech Overload Lv.1 and at least 3000 Twinborn Resonance.,3000,1,Damage to Weakened,10,%,Damage to Weakened +10%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0087,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,2,Overload 2,Reach Tech Overload Lv.2 and at least 3500 Twinborn Resonance.,3500,2,Vulnerability,5,%,Vulnerability +5%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,Vulnerability,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0088,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,2,Overload 2,Reach Tech Overload Lv.2 and at least 3500 Twinborn Resonance.,3500,2,Skill Damage,25,%,Skill Damage +25%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,Very High,SkillDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
TUN0089,Twinborn Mode,TB01A,Energy Guidance System,Drone Mode,Precision Device,Energy Collector,Twinborn,Tech Overload,3,Overload 3,Reach Tech Overload Lv.3 and at least 4000 Twinborn Resonance.,4000,3,Damage to Weakened,15,%,Damage to Weakened +15%.,Applies to this Twinborn slot when its requirements are met.,Effect dependent,Yes,High,StatusDamage,1,Exact numerical effect from supplied July 2026 sIO Tools model,https://sio-tools.exp0.dev/; https://docs.google.com/document/d/1ninU51MD-AuuDFRAQdLtbZzNrcGQKhCJntg4DJQ183c
